customer_id,age,income,income_band,employment_type,region,signup_date
1227234,,57886.0,50k-75k,7 years,West,2011-10-01
1226747,,125000.0,100k+,3 years,Northeast,2011-10-01
1218212,,95000.0,75k-100k,6 years,South,2011-10-01
1227180,,85000.0,75k-100k,2 years,South,2011-10-01
1226013,,98000.0,75k-100k,5 years,South,2011-10-01
1227153,,28200.0,25k-50k,2 years,Northeast,2011-10-01
1226965,,69950.0,50k-75k,10+ years,Midwest,2011-10-01
1227164,,115000.0,100k+,2 years,Northeast,2011-10-01
1226948,,88000.0,75k-100k,3 years,Northeast,2011-10-01
1227151,,96000.0,75k-100k,10+ years,West,2011-10-01
1227150,,96000.0,75k-100k,4 years,South,2011-10-01
1227139,,28600.0,25k-50k,10+ years,Northeast,2011-10-01
1226914,,90000.0,75k-100k,4 years,South,2011-10-01
1226892,,28000.0,25k-50k,< 1 year,Northeast,2011-10-01
1227672,,43000.0,25k-50k,10+ years,South,2011-10-01
1225105,,58600.0,50k-75k,6 years,Midwest,2011-10-01
1225291,,42000.0,25k-50k,10+ years,South,2011-10-01
1224522,,83886.4,75k-100k,10+ years,West,2011-10-01
1224523,,85000.0,75k-100k,4 years,South,2011-10-01
1224520,,39960.0,25k-50k,10+ years,South,2011-10-01
1224186,,125000.0,100k+,Unknown,South,2011-10-01
1224448,,61000.0,50k-75k,3 years,West,2011-10-01
1224254,,48000.0,25k-50k,< 1 year,South,2011-10-01
1224234,,178000.0,100k+,8 years,West,2011-10-01
1200098,,68000.0,50k-75k,10+ years,Northeast,2011-10-01
1224349,,54000.0,50k-75k,10+ years,Midwest,2011-10-01
1224316,,180000.0,100k+,5 years,South,2011-10-01
1223677,,60000.0,50k-75k,1 year,Northeast,2011-10-01
1204772,,70000.0,50k-75k,7 years,South,2011-10-01
1196491,,50000.0,50k-75k,< 1 year,West,2011-10-01
1224331,,78000.0,75k-100k,< 1 year,South,2011-10-01
1223660,,26988.0,25k-50k,Unknown,South,2011-10-01
1166185,,30000.0,25k-50k,5 years,South,2011-10-01
1188843,,180000.0,100k+,8 years,Northeast,2011-10-01
1224123,,22800.0,<25k,2 years,West,2011-10-01
1222893,,84996.0,75k-100k,1 year,South,2011-10-01
1224118,,23964.0,<25k,Unknown,Northeast,2011-10-01
1223128,,36000.0,25k-50k,Unknown,West,2011-10-01
1223863,,80000.0,75k-100k,10+ years,West,2011-10-01
1223692,,33000.0,25k-50k,6 years,Midwest,2011-10-01
1223882,,60000.0,50k-75k,8 years,Northeast,2011-10-01
1221746,,80000.0,75k-100k,3 years,West,2011-10-01
1223251,,25000.0,25k-50k,1 year,Northeast,2011-10-01
1223630,,42000.0,25k-50k,10+ years,South,2011-10-01
1223623,,45000.0,25k-50k,4 years,South,2011-10-01
1221723,,41000.0,25k-50k,10+ years,South,2011-10-01
1224418,,39000.0,25k-50k,< 1 year,West,2011-10-01
1225302,,100800.0,100k+,4 years,West,2011-10-01
1216187,,80000.0,75k-100k,10+ years,South,2011-10-01
1224781,,52800.0,50k-75k,2 years,Midwest,2011-10-01
1225097,,93000.0,75k-100k,5 years,Midwest,2011-10-01
1225271,,48000.0,25k-50k,3 years,West,2011-10-01
1215490,,30720.0,25k-50k,4 years,West,2011-10-01
1225057,,67000.0,50k-75k,4 years,South,2011-10-01
1216614,,92000.0,75k-100k,6 years,Northeast,2011-10-01
1225056,,30000.0,25k-50k,6 years,West,2011-10-01
1225061,,21040.2,<25k,Unknown,West,2011-10-01
1195423,,27000.0,25k-50k,3 years,West,2011-10-01
1225233,,32000.0,25k-50k,4 years,South,2011-10-01
1225023,,33600.0,25k-50k,7 years,West,2011-10-01
1215585,,42000.0,25k-50k,Unknown,West,2011-10-01
1225178,,90000.0,75k-100k,Unknown,Northeast,2011-10-01
1090377,,69500.0,50k-75k,4 years,Northeast,2011-10-01
1225141,,38000.0,25k-50k,4 years,Northeast,2011-10-01
1214090,,60000.0,50k-75k,Unknown,South,2011-10-01
1225133,,92000.0,75k-100k,10+ years,Northeast,2011-10-01
1224920,,60000.0,50k-75k,5 years,Northeast,2011-10-01
1224712,,68000.0,50k-75k,10+ years,Northeast,2011-10-01
1205205,,52000.0,50k-75k,8 years,Midwest,2011-10-01
1194524,,58000.0,50k-75k,4 years,Northeast,2011-10-01
1224661,,60000.0,50k-75k,< 1 year,South,2011-10-01
1224643,,34000.0,25k-50k,6 years,Midwest,2011-10-01
1224830,,84000.0,75k-100k,1 year,South,2011-10-01
1224829,,58000.0,50k-75k,2 years,South,2011-10-01
1224611,,30000.0,25k-50k,3 years,West,2011-10-01
1224605,,77800.0,75k-100k,2 years,Northeast,2011-10-01
1224798,,76875.0,75k-100k,< 1 year,South,2011-10-01
1219146,,80000.0,75k-100k,3 years,Midwest,2011-10-01
1121126,,50000.0,50k-75k,< 1 year,South,2011-10-01
1215483,,50000.0,50k-75k,7 years,West,2011-10-01
1185701,,32000.0,25k-50k,6 years,Northeast,2011-10-01
1227503,,90000.0,75k-100k,5 years,West,2011-10-01
1125422,,40000.0,25k-50k,3 years,Midwest,2011-10-01
1230769,,58800.0,50k-75k,4 years,West,2011-10-01
1230495,,79416.0,75k-100k,10+ years,Midwest,2011-10-01
1230764,,48661.8,25k-50k,7 years,West,2011-10-01
1230744,,30000.0,25k-50k,6 years,West,2011-10-01
1230742,,120000.0,100k+,9 years,Northeast,2011-10-01
1230725,,24000.0,<25k,2 years,South,2011-10-01
1228460,,60000.0,50k-75k,1 year,West,2011-10-01
1230623,,50000.0,50k-75k,5 years,West,2011-10-01
1230504,,41000.0,25k-50k,3 years,South,2011-10-01
1230474,,65000.0,50k-75k,< 1 year,West,2011-10-01
1230481,,76800.0,75k-100k,< 1 year,West,2011-10-01
1230581,,34320.0,25k-50k,2 years,South,2011-10-01
1230468,,55000.0,50k-75k,10+ years,West,2011-10-01
1230439,,54000.0,50k-75k,10+ years,Northeast,2011-10-01
1230432,,32500.0,25k-50k,4 years,South,2011-10-01
1230573,,40000.0,25k-50k,1 year,Midwest,2011-10-01
1230572,,50000.0,50k-75k,5 years,West,2011-10-01
1230386,,200000.0,100k+,2 years,West,2011-10-01
1230523,,50000.0,50k-75k,9 years,South,2011-10-01
1211645,,68000.0,50k-75k,10+ years,Northeast,2011-10-01
1230293,,22000.0,<25k,2 years,West,2011-10-01
1230015,,50400.0,50k-75k,10+ years,South,2011-10-01
1230320,,62000.0,50k-75k,8 years,South,2011-10-01
1230317,,98000.0,75k-100k,5 years,Northeast,2011-10-01
1230102,,50400.0,50k-75k,4 years,Midwest,2011-10-01
1230070,,90000.0,75k-100k,1 year,Northeast,2011-10-01
1230043,,27040.0,25k-50k,2 years,South,2011-10-01
1229011,,35000.0,25k-50k,1 year,South,2011-10-01
1230029,,92000.0,75k-100k,5 years,Northeast,2011-10-01
1230424,,85000.0,75k-100k,1 year,West,2011-10-01
1228716,,60000.0,50k-75k,10+ years,Northeast,2011-10-01
1230766,,83000.0,75k-100k,6 years,South,2011-10-01
1230775,,39000.0,25k-50k,2 years,Northeast,2011-10-01
1231833,,63372.0,50k-75k,7 years,South,2011-10-01
1225960,,35004.0,25k-50k,2 years,Northeast,2011-10-01
1230787,,52273.0,50k-75k,3 years,West,2011-10-01
1232114,,95000.0,75k-100k,10+ years,West,2011-10-01
1231932,,50000.0,50k-75k,7 years,Northeast,2011-10-01
1231837,,57000.0,50k-75k,5 years,Northeast,2011-10-01
1231806,,90000.0,75k-100k,10+ years,Northeast,2011-10-01
1231610,,48000.0,25k-50k,9 years,West,2011-10-01
1231287,,43200.0,25k-50k,1 year,South,2011-10-01
1231716,,20000.0,<25k,4 years,Midwest,2011-10-01
1231308,,65000.0,50k-75k,10+ years,South,2011-10-01
1231227,,42000.0,25k-50k,4 years,Northeast,2011-10-01
1231263,,50000.0,50k-75k,< 1 year,South,2011-10-01
1231451,,27600.0,25k-50k,10+ years,South,2011-10-01
1230977,,60000.0,50k-75k,5 years,South,2011-10-01
1225965,,47000.0,25k-50k,5 years,South,2011-10-01
1130832,,30000.0,25k-50k,3 years,South,2011-10-01
1231125,,52000.0,50k-75k,10+ years,Northeast,2011-10-01
1116140,,60000.0,50k-75k,7 years,South,2011-10-01
1188727,,26400.0,25k-50k,< 1 year,West,2011-10-01
1204548,,25920.0,25k-50k,7 years,South,2011-10-01
1230834,,65000.0,50k-75k,1 year,West,2011-10-01
1219263,,150000.0,100k+,10+ years,Northeast,2011-10-01
1192609,,75000.0,75k-100k,3 years,South,2011-10-01
1230821,,124800.0,100k+,2 years,Midwest,2011-10-01
1230812,,45000.0,25k-50k,2 years,Northeast,2011-10-01
1230753,,77000.0,75k-100k,2 years,West,2011-10-01
1212106,,50000.0,50k-75k,7 years,South,2011-10-01
1230781,,43200.0,25k-50k,9 years,Northeast,2011-10-01
1230780,,28776.0,25k-50k,Unknown,South,2011-10-01
1226993,,40008.0,25k-50k,10+ years,Midwest,2011-10-01
1229985,,62208.0,50k-75k,10+ years,Midwest,2011-10-01
1229986,,60000.0,50k-75k,2 years,South,2011-10-01
1228487,,82500.0,75k-100k,5 years,West,2011-10-01
1228606,,58000.0,50k-75k,5 years,South,2011-10-01
1228477,,62000.0,50k-75k,10+ years,South,2011-10-01
1228462,,39000.0,25k-50k,9 years,Northeast,2011-10-01
1228570,,42655.8,25k-50k,Unknown,Northeast,2011-10-01
1227915,,65000.0,50k-75k,2 years,South,2011-10-01
1227373,,115000.0,100k+,10+ years,South,2011-10-01
1228440,,160000.0,100k+,10+ years,Northeast,2011-10-01
1228533,,36000.0,25k-50k,2 years,South,2011-10-01
1228434,,42000.0,25k-50k,9 years,Midwest,2011-10-01
1222664,,62400.0,50k-75k,4 years,Northeast,2011-10-01
1225556,,47500.0,25k-50k,4 years,Northeast,2011-10-01
1228282,,80000.0,75k-100k,5 years,West,2011-10-01
1228103,,115000.0,100k+,4 years,South,2011-10-01
1228214,,52000.0,50k-75k,< 1 year,West,2011-10-01
1228201,,48000.0,25k-50k,< 1 year,West,2011-10-01
1228059,,55000.0,50k-75k,6 years,West,2011-10-01
1228181,,40296.0,25k-50k,6 years,West,2011-10-01
1228175,,37200.0,25k-50k,2 years,Midwest,2011-10-01
1228025,,38400.0,25k-50k,10+ years,West,2011-10-01
1228152,,36000.0,25k-50k,7 years,Northeast,2011-10-01
1227382,,96000.0,75k-100k,10+ years,South,2011-10-01
1228126,,20000.0,<25k,< 1 year,Midwest,2011-10-01
1227970,,85000.0,75k-100k,4 years,Northeast,2011-10-01
1227954,,99000.0,75k-100k,3 years,West,2011-10-01
1223058,,25200.0,25k-50k,< 1 year,West,2011-10-01
1227230,,60000.0,50k-75k,10+ years,South,2011-10-01
1227944,,62400.0,50k-75k,1 year,South,2011-10-01
1227352,,35000.0,25k-50k,1 year,Northeast,2011-10-01
1228502,,46525.0,25k-50k,8 years,West,2011-10-01
1228499,,53000.0,50k-75k,10+ years,South,2011-10-01
1051928,,180000.0,100k+,8 years,Northeast,2011-10-01
1190357,,60000.0,50k-75k,< 1 year,West,2011-10-01
1230136,,97000.0,75k-100k,10+ years,Midwest,2011-10-01
1229952,,40000.0,25k-50k,2 years,Northeast,2011-10-01
1229938,,60000.0,50k-75k,Unknown,South,2011-10-01
1229897,,45000.0,25k-50k,< 1 year,Northeast,2011-10-01
1229913,,60000.0,50k-75k,5 years,South,2011-10-01
1229877,,94800.0,75k-100k,10+ years,West,2011-10-01
1222935,,35000.0,25k-50k,2 years,Midwest,2011-10-01
1229633,,90000.0,75k-100k,6 years,Northeast,2011-10-01
1228967,,40000.0,25k-50k,3 years,South,2011-10-01
1229172,,36000.0,25k-50k,2 years,West,2011-10-01
1228866,,30000.0,25k-50k,3 years,West,2011-10-01
1227505,,148350.0,100k+,10+ years,West,2011-10-01
1229163,,56033.0,50k-75k,7 years,Northeast,2011-10-01
1229143,,53313.0,50k-75k,10+ years,West,2011-10-01
808874,,46000.0,25k-50k,5 years,Midwest,2011-10-01
1229319,,160000.0,100k+,7 years,Midwest,2011-10-01
1218684,,30000.0,25k-50k,1 year,Northeast,2011-10-01
1223373,,115000.0,100k+,2 years,West,2011-10-01
1224903,,320000.0,100k+,10+ years,West,2011-10-01
1075528,,114000.0,100k+,10+ years,West,2011-10-01
1228982,,43000.0,25k-50k,4 years,Midwest,2011-10-01
1228805,,54000.0,50k-75k,10+ years,South,2011-10-01
1228932,,62000.0,50k-75k,4 years,Northeast,2011-10-01
1228770,,39000.0,25k-50k,4 years,Northeast,2011-10-01
1208149,,70000.0,50k-75k,5 years,West,2011-10-01
1214706,,44000.0,25k-50k,1 year,West,2011-10-01
1228659,,43200.0,25k-50k,5 years,Northeast,2011-10-01
1228161,,58000.0,50k-75k,5 years,West,2011-10-01
1228637,,53000.0,50k-75k,10+ years,South,2011-10-01
1227675,,30000.0,25k-50k,2 years,West,2011-10-01
1229314,,60000.0,50k-75k,7 years,West,2011-10-01
1193405,,50000.0,50k-75k,3 years,Northeast,2011-10-01
1223759,,34800.0,25k-50k,6 years,South,2011-10-01
1223748,,200000.0,100k+,Unknown,South,2011-10-01
1219149,,96000.0,75k-100k,10+ years,West,2011-10-01
1219889,,62000.0,50k-75k,2 years,Northeast,2011-10-01
1220070,,33300.0,25k-50k,1 year,West,2011-10-01
1220059,,60000.0,50k-75k,5 years,South,2011-10-01
1219598,,85000.0,75k-100k,10+ years,West,2011-10-01
1218360,,250000.0,100k+,10+ years,Northeast,2011-10-01
1210713,,100000.0,100k+,10+ years,Midwest,2011-10-01
1218235,,44000.0,25k-50k,3 years,South,2011-10-01
1063038,,58344.0,50k-75k,5 years,Midwest,2011-10-01
1211911,,80000.0,75k-100k,3 years,Northeast,2011-10-01
1219247,,65000.0,50k-75k,8 years,Midwest,2011-10-01
1218718,,148616.0,100k+,2 years,South,2011-10-01
1219720,,89000.0,75k-100k,3 years,West,2011-10-01
1106410,,50000.0,50k-75k,2 years,Northeast,2011-10-01
1219608,,55000.0,50k-75k,2 years,Midwest,2011-10-01
1212445,,140000.0,100k+,10+ years,West,2011-10-01
1219483,,65338.0,50k-75k,9 years,West,2011-10-01
1219474,,80400.0,75k-100k,10+ years,West,2011-10-01
1141970,,70000.0,50k-75k,10+ years,West,2011-10-01
1219443,,36000.0,25k-50k,1 year,West,2011-10-01
1218025,,100000.0,100k+,5 years,West,2011-10-01
1219400,,37200.0,25k-50k,1 year,Northeast,2011-10-01
1219274,,52000.0,50k-75k,10+ years,Midwest,2011-10-01
1212504,,125000.0,100k+,10+ years,Midwest,2011-10-01
1219267,,62000.0,50k-75k,8 years,South,2011-10-01
1219359,,65000.0,50k-75k,< 1 year,South,2011-10-01
1219074,,54000.0,50k-75k,4 years,South,2011-10-01
1219233,,52044.0,50k-75k,3 years,Midwest,2011-10-01
1219343,,20800.0,<25k,< 1 year,South,2011-10-01
1219579,,100000.0,100k+,1 year,West,2011-10-01
1219349,,190000.0,100k+,10+ years,South,2011-10-01
1219885,,68500.0,50k-75k,4 years,West,2011-10-01
1219793,,115000.0,100k+,1 year,Midwest,2011-10-01
1220719,,44000.0,25k-50k,Unknown,West,2011-10-01
1135764,,72000.0,50k-75k,10+ years,Northeast,2011-10-01
1220727,,74448.0,50k-75k,10+ years,Northeast,2011-10-01
1220507,,44400.0,25k-50k,9 years,West,2011-10-01
1220291,,147000.0,100k+,6 years,Northeast,2011-10-01
1220494,,112000.0,100k+,1 year,West,2011-10-01
1220499,,24000.0,<25k,< 1 year,Midwest,2011-10-01
1220277,,60000.0,50k-75k,4 years,Midwest,2011-10-01
1220338,,60000.0,50k-75k,6 years,Midwest,2011-10-01
1220475,,42000.0,25k-50k,6 years,West,2011-10-01
1220139,,46500.0,25k-50k,10+ years,Northeast,2011-10-01
1215022,,36000.0,25k-50k,5 years,West,2011-10-01
1198992,,31200.0,25k-50k,Unknown,South,2011-10-01
1220206,,84000.0,75k-100k,5 years,West,2011-10-01
1211413,,14000.0,<25k,< 1 year,West,2011-10-01
1220198,,73600.0,50k-75k,2 years,Midwest,2011-10-01
1220400,,60000.0,50k-75k,10+ years,Midwest,2011-10-01
1220383,,144000.0,100k+,1 year,Midwest,2011-10-01
1219996,,85000.0,75k-100k,Unknown,South,2011-10-01
1220153,,105000.0,100k+,4 years,West,2011-10-01
1220364,,28000.0,25k-50k,6 years,West,2011-10-01
1220102,,70720.0,50k-75k,7 years,Midwest,2011-10-01
1220337,,58000.0,50k-75k,6 years,South,2011-10-01
1218276,,32304.0,25k-50k,10+ years,South,2011-10-01
1220134,,53000.0,50k-75k,10+ years,West,2011-10-01
1219898,,90000.0,75k-100k,6 years,Northeast,2011-10-01
1196992,,92800.0,75k-100k,10+ years,Midwest,2011-10-01
1220124,,175000.0,100k+,7 years,South,2011-10-01
1210532,,46000.0,25k-50k,4 years,Midwest,2011-10-01
1199503,,108000.0,100k+,8 years,West,2011-10-01
1220527,,42000.0,25k-50k,1 year,South,2011-10-01
1124951,,75000.0,75k-100k,5 years,Northeast,2011-10-01
1219327,,64000.0,50k-75k,3 years,Northeast,2011-10-01
1218310,,27600.0,25k-50k,1 year,West,2011-10-01
1218531,,43000.0,25k-50k,4 years,West,2011-10-01
1218303,,72000.0,50k-75k,Unknown,Northeast,2011-10-01
1218488,,85200.0,75k-100k,10+ years,South,2011-10-01
1218525,,85000.0,75k-100k,< 1 year,Midwest,2011-10-01
1218296,,38400.0,25k-50k,10+ years,South,2011-10-01
1218153,,48000.0,25k-50k,10+ years,Northeast,2011-10-01
1218281,,35000.0,25k-50k,2 years,South,2011-10-01
1218481,,192000.0,100k+,< 1 year,South,2011-10-01
1216814,,32500.0,25k-50k,3 years,Northeast,2011-10-01
1218236,,65000.0,50k-75k,5 years,Northeast,2011-10-01
1208665,,36000.0,25k-50k,1 year,South,2011-10-01
1109970,,132000.0,100k+,10+ years,West,2011-10-01
1189462,,81060.0,75k-100k,10+ years,Northeast,2011-10-01
1215863,,89000.0,75k-100k,10+ years,Northeast,2011-10-01
1218142,,69600.0,50k-75k,10+ years,South,2011-10-01
1216709,,19200.0,<25k,3 years,South,2011-10-01
1218358,,48000.0,25k-50k,5 years,Midwest,2011-10-01
1218133,,66000.0,50k-75k,6 years,South,2011-10-01
1217796,,80000.0,75k-100k,5 years,Northeast,2011-10-01
1217879,,65000.0,50k-75k,8 years,Northeast,2011-10-01
1081504,,72000.0,50k-75k,5 years,South,2011-10-01
1217873,,24000.0,<25k,4 years,West,2011-10-01
1217846,,84000.0,75k-100k,2 years,West,2011-10-01
1190632,,116000.0,100k+,5 years,Midwest,2011-10-01
991943,,48000.0,25k-50k,10+ years,West,2011-10-01
1217807,,55000.0,50k-75k,1 year,South,2011-10-01
1208287,,120000.0,100k+,10+ years,South,2011-10-01
1217779,,100000.0,100k+,10+ years,Northeast,2011-10-01
1218578,,100000.0,100k+,< 1 year,West,2011-10-01
1219340,,290000.0,100k+,1 year,Northeast,2011-10-01
1218563,,76000.0,75k-100k,8 years,South,2011-10-01
1218589,,70000.0,50k-75k,10+ years,Midwest,2011-10-01
994164,,48000.0,25k-50k,7 years,West,2011-10-01
1210858,,66000.0,50k-75k,< 1 year,South,2011-10-01
1219155,,56650.0,50k-75k,5 years,West,2011-10-01
1204800,,65000.0,50k-75k,6 years,South,2011-10-01
1219077,,45500.0,25k-50k,1 year,Northeast,2011-10-01
1219046,,100000.0,100k+,10+ years,Northeast,2011-10-01
1219159,,61700.0,50k-75k,2 years,West,2011-10-01
1216947,,30000.0,25k-50k,6 years,South,2011-10-01
1200182,,27600.0,25k-50k,6 years,West,2011-10-01
1130146,,46000.0,25k-50k,4 years,Midwest,2011-10-01
1219012,,25000.0,25k-50k,< 1 year,Northeast,2011-10-01
1218912,,135000.0,100k+,10+ years,West,2011-10-01
1218704,,100000.0,100k+,10+ years,South,2011-10-01
1110005,,51000.0,50k-75k,10+ years,West,2011-10-01
1218817,,78885.0,75k-100k,2 years,Northeast,2011-10-01
1218947,,30000.0,25k-50k,9 years,West,2011-10-01
1218860,,38000.0,25k-50k,2 years,West,2011-10-01
1216965,,95000.0,75k-100k,7 years,South,2011-10-01
1218840,,85000.0,75k-100k,10+ years,South,2011-10-01
1218915,,38400.0,25k-50k,6 years,West,2011-10-01
1216465,,52000.0,50k-75k,10+ years,Northeast,2011-10-01
1218653,,155142.0,100k+,6 years,West,2011-10-01
1218691,,38400.0,25k-50k,3 years,Northeast,2011-10-01
1205947,,60000.0,50k-75k,1 year,West,2011-10-01
1218661,,42000.0,25k-50k,8 years,West,2011-10-01
1218650,,96984.0,75k-100k,5 years,South,2011-10-01
1202812,,31776.0,25k-50k,7 years,South,2011-10-01
1215889,,45000.0,25k-50k,4 years,South,2011-10-01
1218760,,50000.0,50k-75k,10+ years,West,2011-10-01
1218553,,33000.0,25k-50k,7 years,West,2011-10-01
1220573,,115000.0,100k+,3 years,West,2011-10-01
1220553,,57000.0,50k-75k,5 years,South,2011-10-01
1175096,,110000.0,100k+,10+ years,West,2011-10-01
1222430,,74000.0,50k-75k,6 years,South,2011-10-01
1222699,,60000.0,50k-75k,10+ years,Northeast,2011-10-01
1222723,,14898.0,<25k,Unknown,Northeast,2011-10-01
1222479,,41904.0,25k-50k,6 years,Midwest,2011-10-01
1222492,,35000.0,25k-50k,2 years,South,2011-10-01
1099369,,101900.0,100k+,< 1 year,South,2011-10-01
1127355,,106870.0,100k+,10+ years,South,2011-10-01
1222472,,109000.0,100k+,3 years,West,2011-10-01
1222660,,80796.0,75k-100k,10+ years,South,2011-10-01
1191993,,33640.0,25k-50k,4 years,South,2011-10-01
1222475,,105000.0,100k+,10+ years,South,2011-10-01
1222652,,50000.0,50k-75k,< 1 year,Midwest,2011-10-01
1218825,,150000.0,100k+,3 years,Northeast,2011-10-01
1222449,,80400.0,75k-100k,9 years,Northeast,2011-10-01
1222446,,102400.0,100k+,8 years,South,2011-10-01
1222443,,60500.0,50k-75k,4 years,South,2011-10-01
1222626,,82000.0,75k-100k,2 years,South,2011-10-01
1218564,,61104.0,50k-75k,2 years,Northeast,2011-10-01
1218313,,90000.0,75k-100k,3 years,West,2011-10-01
1222393,,56000.0,50k-75k,5 years,West,2011-10-01
1222389,,130000.0,100k+,8 years,West,2011-10-01
1222369,,33600.0,25k-50k,1 year,South,2011-10-01
1222573,,60000.0,50k-75k,< 1 year,West,2011-10-01
1222576,,85000.0,75k-100k,< 1 year,West,2011-10-01
1222360,,179000.0,100k+,10+ years,West,2011-10-01
1088300,,62000.0,50k-75k,< 1 year,West,2011-10-01
1144479,,80000.0,75k-100k,5 years,Northeast,2011-10-01
1222324,,45600.0,25k-50k,< 1 year,South,2011-10-01
1222522,,18840.0,<25k,5 years,Northeast,2011-10-01
1222718,,25000.0,25k-50k,Unknown,Midwest,2011-10-01
1180926,,22000.0,<25k,10+ years,South,2011-10-01
1222931,,40800.0,25k-50k,5 years,Northeast,2011-10-01
1222795,,68736.0,50k-75k,8 years,West,2011-10-01
1223541,,54000.0,50k-75k,5 years,West,2011-10-01
1223530,,112440.0,100k+,9 years,Northeast,2011-10-01
1223509,,85000.0,75k-100k,7 years,West,2011-10-01
1223514,,53000.0,50k-75k,7 years,South,2011-10-01
1223235,,80000.0,75k-100k,2 years,West,2011-10-01
1207858,,78000.0,75k-100k,10+ years,South,2011-10-01
1223483,,125000.0,100k+,8 years,West,2011-10-01
1219429,,36000.0,25k-50k,5 years,Midwest,2011-10-01
1221961,,105000.0,100k+,10+ years,West,2011-10-01
1223245,,84000.0,75k-100k,8 years,South,2011-10-01
1223408,,34500.0,25k-50k,3 years,South,2011-10-01
958648,,74000.0,50k-75k,9 years,Northeast,2011-10-01
1223331,,120000.0,100k+,3 years,Northeast,2011-10-01
1223329,,38000.0,25k-50k,4 years,West,2011-10-01
1223321,,75000.0,75k-100k,6 years,West,2011-10-01
1221067,,50000.0,50k-75k,10+ years,Northeast,2011-10-01
1222991,,77954.0,75k-100k,10+ years,Northeast,2011-10-01
1220508,,47000.0,25k-50k,10+ years,Northeast,2011-10-01
1218497,,51928.0,50k-75k,5 years,West,2011-10-01
1221842,,28000.0,25k-50k,3 years,South,2011-10-01
1222878,,120000.0,100k+,2 years,Northeast,2011-10-01
1222877,,30000.0,25k-50k,10+ years,Midwest,2011-10-01
1221561,,25000.0,25k-50k,1 year,Northeast,2011-10-01
1222861,,120000.0,100k+,10+ years,West,2011-10-01
1223002,,30160.0,25k-50k,4 years,South,2011-10-01
1210134,,42000.0,25k-50k,3 years,Northeast,2011-10-01
1222735,,48000.0,25k-50k,< 1 year,South,2011-10-01
1221544,,33996.0,25k-50k,2 years,Northeast,2011-10-01
1222952,,85000.0,75k-100k,5 years,Northeast,2011-10-01
1222789,,36000.0,25k-50k,< 1 year,South,2011-10-01
1222081,,60000.0,50k-75k,3 years,West,2011-10-01
1222217,,78840.0,75k-100k,10+ years,West,2011-10-01
1221960,,36396.0,25k-50k,8 years,Northeast,2011-10-01
1221242,,60000.0,50k-75k,10+ years,South,2011-10-01
1221240,,40000.0,25k-50k,6 years,Northeast,2011-10-01
1207167,,28080.0,25k-50k,Unknown,South,2011-10-01
1221043,,130000.0,100k+,1 year,Northeast,2011-10-01
1212690,,180000.0,100k+,< 1 year,South,2011-10-01
1220068,,36000.0,25k-50k,6 years,South,2011-10-01
1220993,,51630.0,50k-75k,< 1 year,South,2011-10-01
1219102,,44000.0,25k-50k,10+ years,South,2011-10-01
1220973,,35000.0,25k-50k,4 years,West,2011-10-01
1220935,,96000.0,75k-100k,4 years,West,2011-10-01
1196169,,34000.0,25k-50k,6 years,West,2011-10-01
1221119,,185232.0,100k+,10+ years,South,2011-10-01
1213779,,69500.0,50k-75k,10+ years,South,2011-10-01
1220433,,65000.0,50k-75k,3 years,Midwest,2011-10-01
1219458,,47700.0,25k-50k,1 year,South,2011-10-01
1198347,,158367.0,100k+,5 years,West,2011-10-01
1220450,,80000.0,75k-100k,10+ years,Northeast,2011-10-01
1220811,,62004.0,50k-75k,5 years,South,2011-10-01
1220666,,27576.0,25k-50k,2 years,Midwest,2011-10-01
1220657,,62000.0,50k-75k,3 years,South,2011-10-01
1217733,,26400.0,25k-50k,1 year,West,2011-10-01
1214997,,48000.0,25k-50k,10+ years,Northeast,2011-10-01
1220849,,132000.0,100k+,3 years,Northeast,2011-10-01
1209294,,44000.0,25k-50k,10+ years,Northeast,2011-10-01
1220807,,57000.0,50k-75k,7 years,Northeast,2011-10-01
1211233,,52000.0,50k-75k,2 years,Northeast,2011-10-01
1220786,,24000.0,<25k,5 years,Northeast,2011-10-01
1128901,,36100.0,25k-50k,2 years,Northeast,2011-10-01
1203706,,57700.0,50k-75k,10+ years,South,2011-10-01
1170835,,75000.0,75k-100k,4 years,West,2011-10-01
1221071,,86000.0,75k-100k,4 years,West,2011-10-01
1221310,,34348.8,25k-50k,10+ years,West,2011-10-01
1221730,,60000.0,50k-75k,9 years,West,2011-10-01
1222005,,49800.0,25k-50k,Unknown,West,2011-10-01
1221189,,60000.0,50k-75k,1 year,South,2011-10-01
1222008,,41000.0,25k-50k,10+ years,Northeast,2011-10-01
1221048,,113000.0,100k+,2 years,Northeast,2011-10-01
1221046,,86000.0,75k-100k,4 years,South,2011-10-01
1215562,,26400.0,25k-50k,1 year,South,2011-10-01
1221694,,75000.0,75k-100k,7 years,South,2011-10-01
1221952,,69000.0,50k-75k,8 years,Midwest,2011-10-01
1220872,,77004.0,75k-100k,< 1 year,South,2011-10-01
1219346,,240000.0,100k+,10+ years,West,2011-10-01
1148709,,70000.0,50k-75k,10+ years,Midwest,2011-10-01
1221929,,78000.0,75k-100k,10+ years,Northeast,2011-10-01
1209938,,45000.0,25k-50k,< 1 year,Midwest,2011-10-01
1217775,,74603.0,50k-75k,9 years,South,2011-10-01
1223753,,130000.0,100k+,7 years,South,2011-10-01
